"","Platform_ORF","logFC","CI.L","CI.R","AveExpr","t","P.Value","adj.P.Val","B","GO.Function","GO.Function.ID","GO.Component","GO.Component.ID","GO.Process","GO.Process.ID","Gene.symbol","Chromosome.Location","Standard.Error","Probability"
"532","orf19.12700.1",-0.534732983375,-1.2173677414048,0.147901774654798,0.385732983375,-1.78192425031642,0.109664271310216,0.776822111878768,-4.751909816658,"","","","","","",NA,"Contig20223:complement(40549..40295)",0.348283039811121,0.00856125973378405
"533","orf19.9326",-0.36011424575,-0.8216239535506,0.1013954620506,1.00436424575,-1.77500722030168,0.110856244379244,0.776822111878768,-4.76140684972069,"DNA-binding transcription factor activity, RNA polymerase II-specific///cis-regulatory region sequence-specific DNA binding///RNA polymerase II activating transcription factor binding///DNA-binding transcription factor activity","GO:0000981///GO:0000987///GO:0001102///GO:0003700","cellular_component","GO:0005575","negative regulation of transcription by RNA polymerase II///regulation of transcription by RNA polymerase II///regulation of mitotic cell cycle///positive regulation of transcription by RNA polymerase II///regulation of sulfur amino acid metabolic process///regulation of transcription, DNA-templated","GO:0000122///GO:0006357///GO:0007346///GO:0045944///GO:0031335///GO:0006355",NA,"Contig20125:complement(35775..34024)",0.235464136632959,0.00848102433219514
"534","orf19.8789",0.206837544875,-0.0588648271516141,0.472539916901614,0.392662455125,1.77082076281951,0.111583513400373,0.776913247507268,-4.76714696864494,"molecular_function","GO:0003674","mitochondrial intermembrane space","GO:0005758","biological_process","GO:0008150",NA,"Contig20099:complement(44773..44228)",0.135562434707456,0.00843289105221279
"535","orf19.9949",0.24777536575,-0.0739052937109916,0.569456025210992,0.76847463425,1.75216030937973,0.114879395138216,0.777226327681832,-4.79265954781576,"SNAP receptor activity","GO:0005484","endosome","GO:0005768","Golgi to vacuole transport","GO:0006896","SYN8","Contig20148:50901..51701",0.164122785439281,0.00822221410160782
"536","orf19.12093",-0.19102599325,-0.437179189810562,0.0551272033105621,-0.03947400675,-1.76533710428504,0.112542837672062,0.777226327681832,-4.77465666784602,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20212:113785..114294",0.125588365592123,0.00837032786649244
"537","orf19.10417",-0.5674082905,-1.30255587161694,0.167739290616938,-0.294400036714286,-1.79268192317965,0.112325896879529,0.777226327681832,-4.68349421090244,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150","SPS23","Contig20162:74547..75335",0.375075296488234,0.00916193049283156
"538","orf19.13643",0.348120022125,-0.103368360205861,0.799608404455861,-0.801870022125,1.75397373509701,0.114555184790478,0.777226327681832,-4.79018551838077,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20241:complement(139604..138870)",0.230351215474929,0.00824241341068441
"539","orf19.12382",0.289399737625,-0.0841845607524699,0.66298403600247,0.557100262375,1.76217964826111,0.113098678555347,0.777226327681832,-4.7789760300284,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20216:complement(9675..8263)",0.190604233866056,0.00833455204022481
"540","orf19.12306",0.30535608475,-0.088936958116577,0.699649127616577,1.69964391525,1.76168447511367,0.113186079927539,0.777226327681832,-4.77965310974951,"oxidoreductase activity, oxidizing metal ions","GO:0016722","cellular_component","GO:0005575","cellular metal ion homeostasis","GO:0006875",NA,"Contig20215:complement(258748..256553)",0.201169919829886,0.00832895777975724
"541","orf19.11631",0.6077574995,-0.173385190890748,1.38890018989075,-0.4172574995,1.76986693697166,0.111749830433396,0.777226327681832,-4.76845394112078,"","","","","","","SPB4","Contig20198:complement(42323..40428)",0.398542188974871,0.00842196945759444
"542","orf19.9597",-0.259717904125,-0.594728883464932,0.0752930752149322,1.168217904125,-1.76353267981778,0.112860178664851,0.777226327681832,-4.77712551876274,"molecular_function","GO:0003674","plasma membrane","GO:0005886","biological_process","GO:0008150",NA,"Contig20139:complement(106291..105437)",0.170923969050986,0.00834986060120976
"543","orf19.9254",0.267518077375,-0.0772716383611914,0.612307793111191,-0.653518077375,1.76497880313402,0.112605785495019,0.777226327681832,-4.77514699187165,"phosphotransferase activity, alcohol group as acceptor","GO:0016773","cellular_component","GO:0005575","carbohydrate metabolic process","GO:0005975","MPA43","Contig20123:complement(180569..178860)",0.175913120273567,0.0083662590278165
"544","orf19.8996",0.367248836,-0.109756241947473,0.844253913947473,-0.988498836,1.75137073494993,0.115020823368073,0.777226327681832,-4.79373639348982,"protein-macromolecule adaptor activity","GO:0030674","cellular_component","GO:0005575","vesicle-mediated transport","GO:0016192",NA,"Contig20115:27375..28202",0.243369937728303,0.00821343749452805
"545","orf19.9979",0.7485737115,-0.228416487316344,1.72556391031634,0.3066762885,1.74295039611542,0.116539130424498,0.777226327681832,-4.80520669981996,"phosphatidylinositol-3,5-bisphosphate binding///phosphatidylinositol-4-phosphate binding///phosphatidylinositol-3-phosphate binding///phosphatidylinositol-4,5-bisphosphate binding///phosphatidylinositol-5-phosphate binding///GTPase activator activity///GTPase activator activity///GTPase activator activity","GO:0080025///GO:0070273///GO:0032266///GO:0005546///GO:0010314///GO:0005096///GO:0005096///GO:0005096","cell tip///actomyosin contractile ring, proximal layer///cell division site///cell cortex of cell tip///actin cortical patch///cleavage furrow///anchored component of the cytoplasmic side of the plasma membrane///Golgi apparatus///mitotic actomyosin contractile ring///cellular bud","GO:0051286///GO:0120104///GO:0032153///GO:0051285///GO:0030479///GO:0032154///GO:0098753///GO:0005794///GO:0110085///GO:0005933","signal transduction///cellular response to acidic pH///Golgi to plasma membrane protein transport///response to acidic pH///response to osmotic stress///protein localization to division septum///mitotic division septum assembly///negative regulation of Rho protein signal transduction///filamentous growth of a population of unicellular organisms in response to biotic stimulus///negative regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus///filamentous growth///cellular response to biotic stimulus","GO:0007165///GO:0071468///GO:0043001///GO:0010447///GO:0006970///GO:1902432///GO:0140278///GO:0035024///GO:0036180///GO:1900444///GO:0030447///GO:0071216","RGD1","Contig20150:complement(25839..23806)",0.498464387151196,0.0081205257720463
"546","orf19.10322",-0.800974987875,-1.83598606608625,0.234036090336252,0.043224987875,-1.76041321114862,0.113410753537688,0.777226327681832,-4.78139099734318,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20160:complement(6139..5606)",0.528066876638394,0.00831461580568031
"547","orf19.9406.1",0.256811134875,-0.0754402389203732,0.589062508670373,-0.577061134875,1.75827875059758,0.113788912552708,0.777226327681832,-4.7843076660274,"","","","","","",NA,"Contig20133:18765..18857",0.169516007038456,0.00829060092008876
"548","orf19.11775",0.343433682875,-0.104696329327223,0.791563695077223,0.932066317125,1.74332966164011,0.116470346488189,0.777226327681832,-4.80469059618908,"tryptophan-tRNA ligase activity///ATP binding///tryptophan-tRNA ligase activity","GO:0004830///GO:0005524///GO:0004830","mitochondrion","GO:0005739","mitochondrial tryptophanyl-tRNA aminoacylation","GO:0070183","MSW1","Contig20202:148748..149896",0.228637761327665,0.00812468382696649
"549","orf19.7993",0.91597722775,-0.26839962605947,2.10035408155947,-0.74847722775,1.75928187402939,0.113611045343008,0.777226327681832,-4.78293712783461,"uracil:cation symporter activity///uracil transmembrane transporter activity","GO:0015505///GO:0015210","fungal-type vacuole///membrane raft///plasma membrane///Golgi membrane///endoplasmic reticulum","GO:0000324///GO:0045121///GO:0005886///GO:0000139///GO:0005783","allantoin transport///transmembrane transport///allantoin assimilation pathway///uracil transport///uracil import across plasma membrane///transmembrane transport","GO:0015720///GO:0055085///GO:0009442///GO:0015857///GO:0098721///GO:0055085","FUR4","Contig20046:238636..239436",0.604273905004832,0.00830187689982264
"550","orf19.11953",0.257342555125,-0.0747941685361483,0.589479278786148,-0.197842555125,1.76252535888328,0.113037695443234,0.777226327681832,-4.77850326922635,"microtubule plus-end binding///microtubule binding///microtubule binding","GO:0051010///GO:0008017///GO:0008017","DASH complex///spindle microtubule///DASH complex///DASH complex","GO:0042729///GO:0005876///GO:0042729///GO:0042729","attachment of spindle microtubules to kinetochore///positive regulation of attachment of spindle microtubules to kinetochore///positive regulation of microtubule polymerization///attachment of spindle microtubules to kinetochore///mitotic spindle organization","GO:0008608///GO:0051987///GO:0031116///GO:0008608///GO:0007052","SPC19","Contig20206:32701..33228",0.169457512072014,0.00833846035789466
"551","orf19.13356",-0.422805066625,-0.970199493910739,0.124589360660739,-0.194944933375,-1.75703524810433,0.114009760615761,0.777226327681832,-4.78600614312243,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20236:151308..153140",0.279282871064153,0.00827664792385356
"552","orf19.9845",0.31931382175,-0.0949226851589222,0.733550328658922,-1.04331382175,1.75351711728488,0.114636740505162,0.777226327681832,-4.79080858326058,"molecular_function","GO:0003674","mitochondrial envelope","GO:0005740","mitochondrial RNA 5'-end processing///mitochondrial RNA catabolic process///positive regulation of mitochondrial RNA catabolic process","GO:0000964///GO:0000957///GO:0000962","PET127","Contig20146:complement(22870..20753)",0.211345156586185,0.00823732174199423
"553","orf19.9201",-0.321282168125,-0.739571569208707,0.0970072329587072,0.343782168125,-1.74723139421983,0.115764902414574,0.777226327681832,-4.79937817933439,"molecular_function","GO:0003674","small-subunit processome///90S preribosome///nucleolus///small-subunit processome///t-UTP complex","GO:0032040///GO:0030686///GO:0005730///GO:0032040///GO:0034455","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///positive regulation of transcription by RNA polymerase I","GO:0000462///GO:0045943","UTP4","Contig20123:complement(64955..62724)",0.213412959736585,0.00816760691813816
"554","orf19.13962",-0.49645883025,-1.14158697533232,0.148669314832322,0.60370883025,-1.75056367806807,0.115165549701121,0.777226327681832,-4.79483685693143,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20251:39471..40328",0.329147012797103,0.00820447799443454
"555","orf19.9149",0.371748875,-0.110884474862754,0.854382224862754,0.676751125,1.75215691711505,0.114880002414488,0.777226327681832,-4.79266417475576,"zinc ion binding///ubiquitin binding///nuclear localization sequence binding","GO:0008270///GO:0043130///GO:0008139","cellular_component","GO:0005575","response to ethanol","GO:0045471",NA,"Contig20119:267565..269433",0.246241505032017,0.0082221763708058
"556","orf19.11020",0.22547523525,-0.0680600737871661,0.519010544287166,0.37877476475,1.74734701343697,0.11574405859188,0.777226327681832,-4.79922067578366,"acetylglucosaminyltransferase activity","GO:0008375","Golgi medial cisterna","GO:0005797","protein N-linked glycosylation","GO:0006487","GNT1","Contig20183:complement(24213..22789)",0.149762912774064,0.00816888293704255
"557","orf19.9058",0.38311429775,-0.116413190246325,0.882641785746325,0.61188570225,1.7446552888495,0.116230224489892,0.777226327681832,-4.80288628641465,"copper ion binding","GO:0005507","extrinsic component of mitochondrial inner membrane///mitochondrial intermembrane space","GO:0031314///GO:0005758","mitochondrial cytochrome c oxidase assembly","GO:0033617",NA,"Contig20119:complement(73638..73243)",0.254860963263431,0.00813923708204157
"558","orf19.12603",-0.5136156095,-1.18279439105553,0.155563172055533,0.2446156095,-1.74596975032456,0.115992577388043,0.777226327681832,-4.80109656187658,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20219:complement(31105..28832)",0.341417745691599,0.00815369823639009
"559","orf19.8916.1",0.208827696625,-0.0607982344226581,0.478453627672658,0.818672303375,1.76184258620126,0.113158165455395,0.777226327681832,-4.77943692423291,"","","","","","",NA,"Contig20110:complement(21263..20964)",0.137564250534519,0.00833074357248466
"560","orf19.13673",-0.3687589835,-0.846506655130081,0.108988688130081,0.1762589835,-1.75583900678505,0.114222589968209,0.777226327681832,-4.78763956065161,"motor activity///ATP binding///myosin light chain binding///myosin II light chain binding","GO:0003774///GO:0005524///GO:0032027///GO:0032033","actomyosin contractile ring, proximal layer///medial cortex///cell division site///cytoplasm///cellular bud neck///myosin II complex///gamma-tubulin complex///cellular bud neck contractile ring///incipient cellular bud site///mitotic actomyosin contractile ring///cellular bud neck contractile ring","GO:0120104///GO:0031097///GO:0032153///GO:0005737///GO:0005935///GO:0016460///GO:0000930///GO:0000142///GO:0000131///GO:0110085///GO:0000142","mitotic actomyosin contractile ring assembly///mitotic cytokinesis///septum digestion after cytokinesis///protein localization to mitotic actomyosin contractile ring///mitotic actomyosin contractile ring contraction///mitotic actomyosin contractile ring maintenance///primary cell septum biogenesis///nuclear migration during mitotic telophase","GO:1903475///GO:0000281///GO:0000920///GO:1904498///GO:1902404///GO:1902406///GO:0031671///GO:0090561","MYO1","Contig20242:21710..27559",0.243748812056164,0.00826325135885038
"561","orf19.10288",0.250885956125,-0.0759416480181859,0.577713560268186,0.733614043875,1.74621728977539,0.115947874018157,0.777226327681832,-4.80075945271455,"histone deacetylase activity///histone deacetylase activity","GO:0004407///GO:0004407","cellular_component","GO:0005575","regulation of transcription involved in G1/S transition of mitotic cell cycle///positive regulation of transcription by RNA polymerase II///histone deacetylation","GO:0000083///GO:0045944///GO:0016575","HOS3","Contig20158:complement(233643..231502)",0.166748777624074,0.00815642496289228
"562","orf19.8347",-0.348711568375,-0.799310971976364,0.101887835226364,-0.594788431625,-1.76042045208531,0.113409472658475,0.777226327681832,-4.78138110016527,"molecular_function","GO:0003674","cell cortex///TORC2 complex///cytosol","GO:0005938///GO:0031932///GO:0005829","TORC2 signaling///regulation of cell growth///fungal-type cell wall organization///sphingolipid biosynthetic process///cellular response to glucose starvation///establishment or maintenance of actin cytoskeleton polarity///cellular response to starvation///filamentous growth of a population of unicellular organisms in response to starvation///cellular response to biotic stimulus///filamentous growth of a population of unicellular organisms in response to biotic stimulus///filamentous growth","GO:0038203///GO:0001558///GO:0031505///GO:0030148///GO:0042149///GO:0030950///GO:0009267///GO:0036170///GO:0071216///GO:0036180///GO:0030447","TSC11","Contig20070:53105..56968",0.229897654898655,0.00831469741308934
"563","orf19.7938",0.775547149333333,-0.242971211572987,1.79406551023965,0.399745300571429,1.76856667816401,0.116482520136094,0.777226327681832,-4.7155678388958,"protein heterodimerization activity","GO:0046982","spindle pole body","GO:0005816","invasive filamentous growth///regulation of mitotic spindle organization///karyogamy involved in conjugation with cellular fusion","GO:0036267///GO:0060236///GO:0000742","USO5","Contig20046:130275..132134",0.519652224952204,0.00887530336382233
"564","orf19.14062",-0.21533251,-0.492772126053082,0.0621071060530817,0.32983251,-1.76555719397787,0.11250418760403,0.777226327681832,-4.77435546008121,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150","ENT4","Contig20254:96338..97318",0.141550824516878,0.00837282834116244
"565","orf19.11790",0.27547221275,-0.0853469250669672,0.636291350566967,-0.88297221275,1.73671636220193,0.117675137317924,0.777900781530383,-4.81368264651747,"GTPase activator activity","GO:0005096","cytoplasm","GO:0005737","vesicle-mediated transport","GO:0016192",NA,"Contig20202:complement(174895..172607)",0.184091396845391,0.0080525394092523
"566","orf19.7961",0.247125275875,-0.0763287876880552,0.570579339438055,0.505374724125,1.7379817766655,0.117443720370068,0.777900781530383,-4.81196327550899,"zinc ion binding///pre-mRNA branch point binding","GO:0008270///GO:0045131","nucleus///cytosol///commitment complex","GO:0005634///GO:0005829///GO:0000243","mRNA splicing, via spliceosome","GO:0000398","MSL5","Contig20046:complement(172671..171304)",0.165027583450538,0.00806628484526682
"567","orf19.14187",0.41115592425,-0.127099508080635,0.949411356580635,0.31884407575,1.7376359514621,0.117506922521062,0.777900781530383,-4.81243321920088,"DNA binding///protein heterodimerization activity///DNA binding","GO:0003677///GO:0046982///GO:0003677","nucleus///site of double-strand break///nucleus///replication fork protection complex///nuclear nucleosome","GO:0005634///GO:0035861///GO:0005634///GO:0031298///GO:0000788","nucleosome assembly///negative regulation of transcription by RNA polymerase II///chromatin assembly or disassembly///postreplication repair","GO:0006334///GO:0000122///GO:0006333///GO:0006301","HTB1","Contig20259:8158..8550",0.274620118536038,0.00806252559158795
"568","orf19.14191",-0.58068417125,-1.34228787786557,0.180919535365567,-0.89956582875,-1.7344093322659,0.11809812791308,0.77816166050987,-4.81681583268425,"acid phosphatase activity///protein tyrosine phosphatase activity, metal-dependent","GO:0003993///GO:0030946","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20259:complement(18631..18092)",0.38857331970182,0.00802755100722328
"569","orf19.7879",0.201530373875,-0.0630903973865599,0.46615114513656,-0.112030373875,1.73243617049537,0.118461018160126,0.77816166050987,-4.81949408019356,"molecular_function","GO:0003674","AP-3 adaptor complex","GO:0030123","Golgi to vacuole transport///protein targeting to vacuole","GO:0006896///GO:0006623","APL5","Contig20046:33555..36854",0.135010597582429,0.00800625190615855
"570","orf19.11455",0.278343054,-0.0868246652707185,0.643510773270719,-0.609593054,1.73391846611211,0.118188308547046,0.77816166050987,-4.81748223432569,"molecular_function","GO:0003674","COPII-coated ER to Golgi transport vesicle///endoplasmic reticulum///Golgi apparatus///Golgi cis cisterna///Golgi membrane","GO:0030134///GO:0005783///GO:0005794///GO:0000137///GO:0000139","retrograde transport, endosome to Golgi///endoplasmic reticulum to Golgi vesicle-mediated transport","GO:0042147///GO:0006888","GOT1","Contig20194:complement(145787..145443)",0.186310060852407,0.00802224611743785
"571","orf19.10940",-0.320664812375,-0.741350902179705,0.100021277429705,0.072414812375,-1.73393900708487,0.118184533538918,0.77816166050987,-4.81745434955729,"Rho GDP-dissociation inhibitor activity","GO:0005094","cytoplasm","GO:0005737","biological_process","GO:0008150",NA,"Contig20176:complement(98199..97576)",0.214635760104441,0.00802246802439296
"572","orf19.13557",-1.22207514233333,-2.83942837745484,0.39527809278817,-0.0195070208571428,-1.75499192922741,0.118885783691406,0.778336771936092,-4.73354936398962,"oxidoreductase activity","GO:0016491","cellular_component","GO:0005575","oxidation-reduction process","GO:0055114","FRE6","Contig20238:complement(36621..34429)",0.825180222000767,0.00871851712715553
"573","orf19.13605",0.186739619,-0.0589125569877809,0.432391794987781,-0.093489619,1.72924494878907,0.119050105493261,0.778336771936092,-4.82382268823623,"protein kinase binding","GO:0019901","cellular_component","GO:0005575","regulation of cyclin-dependent protein serine/threonine kinase activity///regulation of glycogen biosynthetic process///regulation of glycogen catabolic process","GO:0000079///GO:0005979///GO:0005981","PCL7","Contig20241:complement(60728..58668)",0.125332742850909,0.00797194655573138
"574","orf19.9284",0.207937722125,-0.0653462266532182,0.481221670903218,-0.212187722125,1.73085154728107,0.118753196343543,0.778336771936092,-4.82164393821013,"orotidine-5'-phosphate decarboxylase activity///orotidine-5'-phosphate decarboxylase activity///orotidine-5'-phosphate decarboxylase activity///orotidine-5'-phosphate decarboxylase activity///orotidine-5'-phosphate decarboxylase activity///orotidine-5'-phosphate decarboxylase activity///orotidine-5'-phosphate decarboxylase activity","GO:0004590///GO:0004590///GO:0004590///GO:0004590///GO:0004590///GO:0004590///GO:0004590","cytosol///fungal biofilm matrix","GO:0005829///GO:0062040","UMP biosynthetic process///'de novo' UMP biosynthetic process///'de novo' pyrimidine nucleobase biosynthetic process///sporocarp development involved in sexual reproduction///'de novo' UMP biosynthetic process///'de novo' pyrimidine nucleobase biosynthetic process///pyrimidine nucleobase biosynthetic process///uridine biosynthetic process///uridine biosynthetic process///uridine biosynthetic process///uridine biosynthetic process///uridine biosynthetic process///pathogenesis///pathogenesis///pathogenesis///pathogenesis///pathogenesis///pathogenesis///adhesion of symbiont to host///uridine biosynthetic process///filamentous growth of a population of unicellular organisms///filamentous growth///cell migration","GO:0006222///GO:0044205///GO:0006207///GO:0000909///GO:0044205///GO:0006207///GO:0019856///GO:0046109///GO:0046109///GO:0046109///GO:0046109///GO:0046109///GO:0009405///GO:0009405///GO:0009405///GO:0009405///GO:0009405///GO:0009405///GO:0044406///GO:0046109///GO:0044182///GO:0030447///GO:0016477","URA3","Contig20123:234876..235688",0.139430586111336,0.00798919545482675
"575","orf19.10185",-0.32366201125,-0.75003439282572,0.10271037032572,0.10466201125,-1.72680511338895,0.119502312376593,0.779944520913424,-4.82712963292509,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase activity","GO:0019171","mitochondrion","GO:0005739","biological_process","GO:0008150","RMD12","Contig20158:12980..13855",0.217536929375367,0.00794583643994635
"576","orf19.8853",-0.258266976875,-0.59928661345166,0.0827526597016603,0.242016976875,-1.72278132187313,0.120251557801641,0.780226500576561,-4.83257876135307,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150","CAJ1","Contig20104:110637..112022",0.173989610498296,0.00790299756305512
"577","orf19.12448",0.26455544675,-0.0852458550907347,0.614356748590735,-0.66830544675,1.72042580795413,0.120692171118291,0.781120663463454,-4.83576593358683,"molecular_function","GO:0003674","integral component of membrane","GO:0016021","transmembrane transport///regulation of G0 to G1 transition///cellular calcium ion homeostasis","GO:0055085///GO:0070316///GO:0006874",NA,"Contig20216:complement(167745..165754)",0.178470051959559,0.00787804756370262
"578","orf19.10112",-0.276008734375,-0.641046794930587,0.0890293261805866,0.922008734375,-1.7199876957876,0.120774286629981,0.781400699762646,-4.83635850650105,"NAD+ binding///protein deacetylase activity///NAD-dependent histone deacetylase activity","GO:0070403///GO:0033558///GO:0017136","nuclear subtelomeric heterochromatin///nucleus///mating-type region heterochromatin///cytoplasm///nuclear pericentric heterochromatin///nuclear chromatin///nuclear rDNA heterochromatin","GO:1990707///GO:0005634///GO:0031934///GO:0005737///GO:0031618///GO:0000790///GO:1902377","phenotypic switching///negative regulation of mitotic recombination///histone H3-K9 deacetylation///negative regulation of chromatin silencing at telomere///rDNA heterochromatin assembly","GO:0036166///GO:0045950///GO:1990619///GO:0031939///GO:0000183","HST2","Contig20151:complement(87311..86316)",0.186243908446728,0.00787341737371046
"579","orf19.9974",0.22596450025,-0.0731021736449967,0.525031174144997,0.37078549975,1.71875057945986,0.12100643779663,0.781758461220439,-4.83803140213085,"structural constituent of ribosome///structural constituent of ribosome","GO:0003735///GO:0003735","mitochondrial small ribosomal subunit","GO:0005763","translation","GO:0006412",NA,"Contig20150:complement(18502..17960)",0.152585037701529,0.00786036042469058
"580","orf19.8061",0.380387315,-0.123608027792464,0.884382657792464,1.337362685,1.71688088470063,0.121358075866387,0.78316255888751,-4.84055864280233,"DNA-binding transcription factor activity, RNA polymerase II-specific///zinc ion binding///DNA-binding transcription factor activity","GO:0000981///GO:0008270///GO:0003700","host cell nucleus///nucleus","GO:0042025///GO:0005634","regulation of transcription, DNA-templated///cellular response to inorganic substance///regulation of sulfite transport///regulation of transcription, DNA-templated///filamentous growth of a population of unicellular organisms in response to biotic stimulus///regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus///regulation of transcription, DNA-templated","GO:0006355///GO:0071241///GO:1900071///GO:0006355///GO:0036180///GO:1900443///GO:0006355",NA,"Contig20052:47092..49485",0.257140481016563,0.00784067604140314
"581","orf19.11669",-0.315215226625,-0.733309014801029,0.102878561551029,-0.056284773375,-1.7150395352566,0.121705302676213,0.784145471919287,-4.84304631775887,"protein tyrosine/serine/threonine phosphatase activity///phosphoprotein phosphatase activity///protein serine/threonine phosphatase activity///protein tyrosine/serine/threonine phosphatase activity","GO:0008138///GO:0004721///GO:0004722///GO:0008138","mitotic spindle///nucleoplasm///nucleus///mitotic spindle pole body///spindle pole body///mitotic spindle midzone///cell division site///cytoplasm///RENT complex///nucleolus///condensed nuclear chromosome kinetochore///kinetochore///actomyosin contractile ring, intermediate layer///mitotic actomyosin contractile ring///nucleolus///nucleus///nucleus///spindle pole body///cell septum","GO:0072686///GO:0005654///GO:0005634///GO:0044732///GO:0005816///GO:1990023///GO:0032153///GO:0005737///GO:0030869///GO:0005730///GO:0000778///GO:0000776///GO:0120105///GO:0110085///GO:0005730///GO:0005634///GO:0005634///GO:0005816///GO:0030428","mitotic cell cycle///meiotic spindle disassembly///chromosome segregation///mitotic actomyosin contractile ring maintenance///chromosome passenger complex localization to spindle midzone///positive regulation of septation initiation signaling///positive regulation of mitotic cytokinesis///negative regulation of G2/M transition of mitotic cell cycle///autophagy of mitochondrion///protein localization to kinetochore///positive regulation of attachment of mitotic spindle microtubules to kinetochore///repair of mitotic mono-orientation defect///protein dephosphorylation///repair of mitotic merotelic kinetochore attachment defect///cellular response to DNA damage stimulus///positive regulation of exit from mitosis///positive regulation of cytokinesis///mitotic cytokinesis checkpoint///positive regulation of mitotic spindle elongation///positive regulation of mitotic actomyosin contractile ring assembly///peptidyl-serine dephosphorylation///cellular response to osmotic stress///protein localization to mitotic spindle pole body///regulation of mitotic actomyosin contractile ring maintenance///regulation of exit from mitosis///positive regulation of autophagosome assembly///response to mitotic cell cycle spindle assembly checkpoint signaling///protein dephosphorylation///mitotic cell cycle///septum digestion after cytokinesis///regulation of exit from mitosis///invasive growth in response to glucose limitation///hyphal growth///cellular response to glucose starvation","GO:0000278///GO:0051229///GO:0007059///GO:1902406///GO:0035853///GO:0031031///GO:1903490///GO:0010972///GO:0000422///GO:0034501///GO:1902425///GO:1990598///GO:0006470///GO:0098783///GO:0006974///GO:0031536///GO:0032467///GO:0044878///GO:1902846///GO:1903501///GO:0070262///GO:0071470///GO:1902440///GO:1904789///GO:0007096///GO:2000786///GO:0072479///GO:0006470///GO:0000278///GO:0000920///GO:0007096///GO:0001403///GO:0030448///GO:0042149","CDC14","Contig20201:complement(2557..947)",0.213313157232668,0.00782134759518907
"582","orf19.11998",0.40916295725,-0.134786804956932,0.953112719456932,-0.62491295725,1.7111109891277,0.122449175904293,0.785082173967784,-4.84834964260021,"ATP binding///5-formyltetrahydrofolate cyclo-ligase activity///5-formyltetrahydrofolate cyclo-ligase activity","GO:0005524///GO:0030272///GO:0030272","cellular_component","GO:0005575","folic acid-containing compound biosynthetic process///folic acid-containing compound biosynthetic process","GO:0009396///GO:0009396","FAU1","Contig20209:complement(1194..571)",0.277525388881088,0.00778030010868987
"583","orf19.10730",-0.3389591765,-0.78972285926849,0.11180450626849,0.1292091765,-1.7105632615039,0.122553220296239,0.785082173967784,-4.84908859337782,"molecular_function","GO:0003674","cellular_component","GO:0005575","proton transmembrane transport","GO:1902600",NA,"Contig20171:29150..31192",0.22998147080025,0.00777459765522435
"584","orf19.9357",0.3119673305,-0.102875772216031,0.726810433216031,-0.3882173305,1.71066868633347,0.122533187850616,0.785082173967784,-4.84894637114929,"protein kinase inhibitor activity","GO:0004860","membrane///nucleus///nucleolar preribosome","GO:0016020///GO:0005634///GO:0030685","ribosome biogenesis///regulation of microtubule cytoskeleton organization///maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///ribosomal large subunit assembly///maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///ribosomal large subunit biogenesis///regulation of actin cytoskeleton organization","GO:0042254///GO:0070507///GO:0000466///GO:0000027///GO:0000463///GO:0042273///GO:0032956","MAK11","Contig20126:complement(8596..7121)",0.211654644242873,0.0077756948561041
"585","orf19.9824",-0.481983014375,-1.12523129136375,0.161265262613754,0.177733014375,-1.70448728058895,0.123712859392472,0.785838264424952,-4.85727837382822,"FMN binding///riboflavin reductase (NADPH) activity///oxidoreductase activity","GO:0010181///GO:0042602///GO:0016491","cellular_component","GO:0005575","oxidation-reduction process","GO:0055114",NA,"Contig20143:93029..94048",0.328187896422834,0.00771167444233501
